Institution,order,metrics,id_downloaded,link,type,name,uri,countryCode,region,sector,id,country,book_downloaded_2012,book_downloaded_2013,book_downloaded_2014,book_downloaded_2015,book_downloaded_2016,patent_downloaded_2012,patent_downloaded_2013,patent_downloaded_2014,patent_downloaded_2015,patent_downloaded_2016
N L Dukhov All-Russian Scientific Research Institute of Automatics,5787,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Royal College of Art,5788,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Kent and Canterbury Hospital,5789,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Amasya University,5790,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Pacific University Oregon,5791,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidad Panamericana (UP),5792,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Virginia State University,5793,,1.0,https://api.elsevier.com/metrics/institution/700662,application/json,Virginia State University,Institution/700662,usa,NAM,academic,700662.0,United States,,1.0,1.0,1.0,,,,,,
Bartin University,5794,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Massachusetts College of Pharmacy and Health Sciences,5795,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade do Estado da Bahia,5796,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
National University of Uzbekistan,5797,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Tirana,5798,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Sunderby Hospital,5799,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Eijkman Institute for Molecular Biology,5800,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Bureau of Labor Statistics,5801,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Guam,5802,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Macau Polytechnic Institute,5803,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Dr. Reddy's Laboratories Ltd.,5804,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Zirve University,5805,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Sheffield Children's NHS Foundation Trust,5806,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
ICON Clinical Research,5807,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Olivia Newton-John Cancer Research Institute,5808,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Redeemers University,5809,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Chinese Academy of Surveying and Mapping,5810,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Oxford Radcliffe Hospitals NHS Trust,5811,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Utkal University,5812,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Palmerston North Hospital,5813,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Shandong Institute of Business and Technology,5814,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Whiston Hospital,5815,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Agharkar Research Institute,5816,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Newcastle Mater Hospital,5817,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Fukuoka Dental College,5818,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Taiwan Forestry Research Institute,5819,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
National Brain Research Centre,5821,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Trakia University,5823,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Chiesi Farmaceutici S.p.A.,5824,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
GKN Aerospace,5825,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Ipsen,5826,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Maltepe University,5827,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Centre Muraz, Bobo-Dioulasso",5828,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Bayburt University,5829,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Fraunhofer Institute for Applied Information Technology FIT,5830,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Institute of Fundamental Studies Kandy,5831,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Belarusian National Technical University,5832,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Dundalk Institute of Technology,5833,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Southampton Solent University,5834,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Clatterbridge Centre for Oncology,5835,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Knox College,5836,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Institute of Technology Sligo,5837,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
St. Cloud State University,5838,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Centre for Materials for Electronics Technology (C-MET),5839,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
National Taipei University of Education,5840,,1.0,https://api.elsevier.com/metrics/institution/706167,application/json,National Taipei University of Education,Institution/706167,twn,APAC,academic,706167.0,Taiwan,,1.0,1.0,1.0,,,,,,
PLA Electronic Engineering Institute,5841,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Asahi Glass,5842,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Turkish Air Force Academy,5843,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Alabama A and M University,5844,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Namibia University of Science and Technology,5845,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Mount Sinai Hospital Medical Center,5846,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
East London NHS Foundation Trust,5847,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
NKT Group,5848,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Royal Lancaster Infirmary,5849,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Institut Teknologi Brunei,5850,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hyogo University of Health Sciences,5851,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Max-Planck-Institut zur Erforschung multireligioser und multiethnischer Gesellschaften,5852,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
OMRON Corporation,5853,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"University of Abuja, Gwagwalada",5854,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Southern Research Institute Birmingham,5855,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade de Santo Amaro,5856,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hiroshima International University,5857,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Mahanakorn University of Technology,5858,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Yasuj University of Medical Sciences,5859,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Central Oklahoma,5860,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Vanung University Taiwan,5861,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Shijiazhuang University of Economics,5862,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Autonomous University of Aguascalientes,5863,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Aurora St. Luke's Medical Center,5864,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Jos,5865,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Arizona Game and Fish Department,5866,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Touro College,5867,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
RAS - Institute of Solar-Terrestrial Physics SB,5868,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,5869,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Birbal Sahni Institute of Palaeobotany,5870,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Morehead State University,5871,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Dubai Hospital,5872,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
International Christian University,5873,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
eBay Inc.,5874,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Know-Center Graz,5875,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade Regional do Cariri,5876,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Pioneer Hi-Bred International, Inc.",5877,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Good Samaritan Hospital Cincinnati,5878,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Central University of Technology,5880,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Sifa University,5881,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
BioMerieux,5882,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Qatar Science & Technology Park,5883,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hospital Severo Ochoa,5884,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Latvian Institute of Organic Synthesis,5885,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Middelheim General Hospital,5886,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Institute for Medical Research and Occupational Health,5887,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Kobe Steel,5888,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
S.I. Vavilov State Optical Institute,5889,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
V.I. Vernadsky Crimean Federal University,5890,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
General Dynamics,5891,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
CCS Haryana Agricultural University,5892,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hotel-Dieu de France Hospital,5893,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Mukogawa Women's University,5894,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Izmir University,5895,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade de Taubate,5896,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Des Moines University,5897,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Pandit Deendayal Petroleum University,5898,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Tokyo Electron Limited,5899,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Electronic Research Institute,5900,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Guangdong Provincial People's Hospital,5901,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Mevlana University,5902,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Valeo,5903,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
National Engineering Research Center for Information Technology in Agriculture,5904,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Nuclear Power Institute of China,5905,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Center for Genetic Engineering and Biotechnology,5906,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Centre for Infectious Disease Research in Zambia,5907,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Saint Francis Hospital and Medical Center Hartford,5909,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Instituto de Cardiologia/Fundacao Universitaria de Cardiologia,5910,,,,,,,,,,,,,-1.0,-1.0,-1.0,,,,,,
Belarusian State University of Informatics and Radioelectronics,5911,,1.0,https://api.elsevier.com/metrics/institution/305003,application/json,Belarusian State University of Informatics and Radioelectronics,Institution/305003,blr,EUR,academic,305003.0,Belarus,,1.0,1.0,1.0,,,,,,
Queen Margaret Hospital,5912,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Institute of Computational Mathematics and Scientific-Engineering Computing, Chinese Academy of Scie",5913,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Kitasato Institute,5914,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
EFDA Close Support Unit,5915,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Tokyo Polytechnic University,5916,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Centre de Recherche sur l'Information Scientifique et Technique,5917,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Marvell Semiconductor Inc.,5918,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Veterinary University Medicine in Kosice,5919,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Max-Planck-Institut fur okonomik,5920,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
ITC-IRST,5921,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
St. John's University Taiwan,5922,,1.0,https://api.elsevier.com/metrics/institution/217096,application/json,St. John's University Taiwan,Institution/217096,twn,APAC,academic,217096.0,Taiwan,,1.0,1.0,1.0,,,,,,
Research Organization of Information and Systems,5923,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hospital Pablo Tobon Uribe,5924,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
UNIVERSIDAD CATOLICA DEL MAULE,5925,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Lithuanian Energy Institute,5926,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Shippensburg University,5927,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hiroshima City Hospital,5928,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade Federal Rural da Amazonia,5929,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
International Livestock Research Institute Addis Ababa,5930,,1.0,https://api.elsevier.com/metrics/institution/702097,application/json,International Livestock Research Institute Addis Ababa,Institution/702097,eth,AFR,academic,702097.0,Ethiopia,,1.0,1.0,1.0,,,,,,
Dongduk Women's University,5931,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Malaysian Agricultural Research and Development Institute,5932,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade de Franca,5933,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidad Politecnica Salesiana - UPS,5934,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Rajamangala University of Technology,5935,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Stephen F. Austin State University,5936,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Infinera Corporation,5937,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
ESCP Europe,5938,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidad Nacional de Ingenieria,5939,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Ngaoundere,5940,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Salisbury NHS Foundation Trust,5941,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Okayama Prefectural University,5942,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
China Center of Advanced Science and Technology World Laboratory,5943,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Tawam Hospital,5944,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
The Ipswitch Hospital NHS Trust,5945,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
ESMT European School of Management and Technology,5946,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Port and Airport Research Institute,5947,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Shanghai Dianji University,5948,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"The Research Institute of Tuberculosis, Japan Anti-Tuberculosis Association",5949,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Franklin W. Olin College of Engineering,5950,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Cumbria,5951,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of the Valley of Guatemala,5952,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Sulaimani,5953,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
US Naval Observatory,5954,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Malaysian Palm Oil Board,5955,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Osmaniye Korkut Ata University,5956,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Pontificia Universidad Cat?lica Argentina Santa Mar?a de los Buenos Aires ? UCA,5957,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Wexham Park Hospital,5958,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Rigaku Corporation,5959,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
National Blood Service,5960,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Orion Corporation,5961,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Al Baha University,5962,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Kotel'nikov Institute of Radio Engineering and Electronics of Russian Academy of Sciences,5963,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Yeovil District Hospital,5964,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Academia Nacional de Medicina de Buenos Aires,5965,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Veterinary Services,5966,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Institut des Maladies Emergentes et des Therapies Innovantes,5967,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Deen Dayal Upadhyay Gorakhpur University India,5968,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Future University Hakodate,5969,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Istanbul Kemerburgaz University,5970,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Vaal University of Technology,5971,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Bath Royal National Hospital for Rheumatic Diseases,5972,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Pontificia Universidade Catolica de Campinas,5973,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Matsumoto Dental University,5974,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Batman University,5975,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Geha Mental Health Center,5976,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Quanzhou Normal University,5977,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Agronomical Sciences and Veterinary Medicine,5978,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Central Aerohydrodynamic Institute (TsAGI),5979,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Walter Sisulu University,5980,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Center of Theoretical Nuclear Physics,5981,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Guangdong University of Education,5982,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
The Research Institute of Cellular and Molecular Radiobiology,5983,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Open University of Hong Kong,5984,,1.0,https://api.elsevier.com/metrics/institution/706768,application/json,Open University of Hong Kong,Institution/706768,hkg,APAC,academic,706768.0,Hong Kong,,1.0,1.0,1.0,,,,,,
University of Mutah,5985,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Academy of Economic Studies, Bucharest",5986,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Mehran University of Engineering & Technology,5987,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Ono Pharmaceutical Co., Ltd.",5988,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Scottish National Blood Transfusion Service,5989,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Asian Institute of Medicine, Science & Technology",5990,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Kyushu Sangyo University,5991,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
York Hospital,5992,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidad Autonoma de Chiapas,5993,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Ibn Sina Hospital,5994,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Narvik University College,5995,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Kenya Agricultural Research Institute: Affiliation,5996,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Israel Antiquities Authority,5997,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Sabzevar University of Medical Sciences,5998,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
College of Management Academic Studies Israel,5999,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidad Central del Ecuador,6000,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
ARM Ltd.,6001,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"University of SS Cyril and Methodius, Trnava",6002,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
International Research Centre on Water and the Environment CIRSEE,6003,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Vattenfall,6004,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Mohan Lal Sukhadia University,6005,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Centro de Ciencias Biologicas da UFPE,6006,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Hollywood Private Hospital,6007,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
"Karelian Research Centre, Russian Academy of Sciences",6008,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidad del Tolima,6009,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
North Khorasan University of Medical Sciences,6010,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Health Protection Surveillance Centre,6011,,,,,,,,,,,,,,1.0,1.0,,,,,,
Stoke Mandeville Hospital,6012,,,,,,,,,,,,,,1.0,1.0,,,,,,
State Research Center of Russian Federation - Institute of Physics and Power Engineering,6013,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fraunhofer Institute for Industrial Engineering IAO,6014,,,,,,,,,,,,,,1.0,1.0,,,,,,
Reseau National Universitaire,6015,,,,,,,,,,,,,,1.0,1.0,,,,,,
Instituto Tecnol?gico de Buenos Aires (ITBA),6016,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Guangzhou Institute of Chemistry, CAS",6017,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Tebessa,6018,,,,,,,,,,,,,,1.0,1.0,,,,,,
Atomic Energy Commission of Syria,6019,,,,,,,,,,,,,,1.0,1.0,,,,,,
Liverpool Women's NHS Foundation Trust,6020,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad de Panama,6021,,,,,,,,,,,,,,1.0,1.0,,,,,,
Osaka Kyoiku University,6022,,,,,,,,,,,,,,1.0,1.0,,,,,,
Tokyo Electric Power,6023,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hokkaido Research Organization,6024,,,,,,,,,,,,,,1.0,1.0,,,,,,
Padmashree Dr. D.Y. Patil University,6025,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ufa State Petroleum Technological University,6026,,,,,,,,,,,,,,1.0,1.0,,,,,,
Chongqing University of Education,6028,,1.0,https://api.elsevier.com/metrics/institution/707520,application/json,Chongqing University of Education,Institution/707520,chn,APAC,academic,707520.0,China,,,1.0,1.0,,,,,,
Universidade Norte do Parana,6029,,,,,,,,,,,,,,1.0,1.0,,,,,,
Kyoto Gakuen University,6030,,,,,,,,,,,,,,1.0,1.0,,,,,,
Northampton General Hospital,6031,,,,,,,,,,,,,,1.0,1.0,,,,,,
Agricultural Institute of Slovenia,6032,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Sri Jayewardenepura,6033,,,,,,,,,,,,,,1.0,1.0,,,,,,
Siberian State Medical University,6034,,,,,,,,,,,,,,1.0,1.0,,,,,,
Latvian State Institute of Wood Chemistry,6035,,,,,,,,,,,,,,1.0,1.0,,,,,,
BC Hydro,6036,,,,,,,,,,,,,,1.0,1.0,,,,,,
Leeds Dental Institute,6037,,,,,,,,,,,,,,1.0,1.0,,,,,,
BYL Nair Charitable Hospital & TN Medical College,6038,,,,,,,,,,,,,,1.0,1.0,,,,,,
Nanjing General Hospital,6039,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hospital General de Castellon,6040,,,,,,,,,,,,,,1.0,1.0,,,,,,
Roessingh Research and Development,6041,,,,,,,,,,,,,,1.0,1.0,,,,,,
ESADE Business School,6042,,,,,,,,,,,,,,1.0,1.0,,,,,,
Lonza,6043,,,,,,,,,,,,,,1.0,1.0,,,,,,
EBS University of Business and Law,6044,,,,,,,,,,,,,,1.0,1.0,,,,,,
Siirt University,6045,,,,,,,,,,,,,,1.0,1.0,,,,,,
Guangzhou University of Traditional Chinese Medicine,6046,,1.0,https://api.elsevier.com/metrics/institution/203355,application/json,Guangzhou University of Traditional Chinese Medicine,Institution/203355,chn,APAC,academic,203355.0,China,,,1.0,1.0,,,,,,
Service d'imagerie medicale,6047,,,,,,,,,,,,,,1.0,1.0,,,,,,
Altera Corporation,6048,,,,,,,,,,,,,,1.0,1.0,,,,,,
Ecole Nationale Superieure d'Informatique pour l'Industrie et l'Entreprise,6049,,,,,,,,,,,,,,1.0,1.0,,,,,,
Rajamangala University of Technology Isan,6050,,,,,,,,,,,,,,1.0,1.0,,,,,,
Maseno University,6051,,,,,,,,,,,,,,1.0,1.0,,,,,,
HTWK - Hochschule fur Technik Wirtschaft und Kultur Leipzig,6052,,,,,,,,,,,,,,1.0,1.0,,,,,,
Institute of Organic Chemistry of NASU,6053,,,,,,,,,,,,,,1.0,1.0,,,,,,
Heim Pal Children's Hospital,6054,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Wales,6055,,,,,,,,,,,,,,1.0,1.0,,,,,,
Technische Hochschule Wildau (FH) - University of Applied Sciences Wildau,6056,,,,,,,,,,,,,,1.0,1.0,,,,,,
Instituto Geofisico del Peru,6057,,,,,,,,,,,,,,1.0,1.0,,,,,,
Central University of Tamil Nadu,6058,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad de Oriente - Venezuela,6059,,,,,,,,,,,,,,1.0,1.0,,,,,,
Vancouver Island University,6060,,,,,,,,,,,,,,1.0,1.0,,,,,,
COWI AS,6061,,,,,,,,,,,,,,1.0,1.0,,,,,,
Heze University,6062,,,,,,,,,,,,,,1.0,1.0,,,,,,
Susquehanna University,6063,,1.0,https://api.elsevier.com/metrics/institution/704980,application/json,Susquehanna University,Institution/704980,usa,NAM,academic,704980.0,United States,,,1.0,1.0,,,,,,
SABIC,6064,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Aleppo,6065,,,,,,,,,,,,,,1.0,1.0,,,,,,
Countess of Chester Hospital NHS Foundation Trust,6066,,,,,,,,,,,,,,1.0,1.0,,,,,,
National Maritime Research Institute,6067,,,,,,,,,,,,,,1.0,1.0,,,,,,
Voest-Alpine AG,6068,,,,,,,,,,,,,,1.0,1.0,,,,,,
Pinderfields General Hospital,6069,,,,,,,,,,,,,,1.0,1.0,,,,,,
Veterinary College Bangalore,6071,,,,,,,,,,,,,,1.0,1.0,,,,,,
"Augustana College, Sioux Falls",6072,,,,,,,,,,,,,,1.0,1.0,,,,,,
Bharat Heavy Electricals Ltd,6073,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universidad Finis Terrae,6075,,,,,,,,,,,,,,1.0,1.0,,,,,,
Stryker Corporation,6076,,,,,,,,,,,,,,1.0,1.0,,,,,,
Schneider Electric,6077,,,,,,,,,,,,,,1.0,1.0,,,,,,
Hubei Polytechnic University,6078,,,,,,,,,,,,,,1.0,1.0,,,,,,
Athlone Institute of Technology,6079,,,,,,,,,,,,,,1.0,1.0,,,,,,
Royal Berkshire NHS Foundation Trust,6080,,,,,,,,,,,,,,1.0,1.0,,,,,,
Fraunhofer Institute for Algorithms and Scientific Computing SCAI,6081,,,,,,,,,,,,,,1.0,1.0,,,,,,
